path,sample,cohort
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPE8BL_E100013100_L01/filtered_nohost1.fq.gz,VPE8BL,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPEB3X_E100013118_L01/filtered_nohost1.fq.gz,VPEB3X,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VPEB3X/VPEB3X_350.raw.fq1.gz,VPEB3X,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F020/00.RawData/VPEZ4R/VPEZ4R_350.raw.fq1.gz,VPEZ4R,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F006/00.RawData/VPF8F3/VPF8F3_350.raw.fq1.gz,VPF8F3,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPF8F3_E100009772A_L01/filtered_nohost1.fq.gz,VPF8F3,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F020/00.RawData/VPGT81/VPGT81_350.raw.fq1.gz,VPGT81,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPGT81_E100010953_L01/filtered_nohost1.fq.gz,VPGT81,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/VPHL77/VPHL77_350.raw.fq1.gz,VPHL77,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F041/00.RawData/VPHQUZ/VPHQUZ_350.raw.fq1.gz,VPHQUZ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPHQUZ_E100009772A_L01/filtered_nohost1.fq.gz,VPHQUZ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/VPI3HC/VPI3HC_350.raw.fq1.gz,VPI3HC,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPI3HC_E100009887_L01/filtered_nohost1.fq.gz,VPI3HC,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VPIGAR/V300082485_L02_122_1.fq.gz,VPIGAR,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VPIGAR/V300082485_L01_122_1.fq.gz,VPIGAR,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/VPIGAR/VPIGAR_350.raw.fq1.gz,VPIGAR,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPIJ0G_E100013108_L01/filtered_nohost1.fq.gz,VPIJ0G,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F046/00.RawData/VPIJ0G/VPIJ0G_350.raw.fq1.gz,VPIJ0G,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPIK16_E100015864_L01/filtered_nohost1.fq.gz,VPIK16,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/VPIK16/VPIK16_350.raw.fq1.gz,VPIK16,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/VPJKHK/VPJKHK_350.raw.fq1.gz,VPJKHK,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPJNP0_E100016768_L01/filtered_nohost1.fq.gz,VPJNP0,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F032/00.RawData/VPJNP0/VPJNP0_350.raw.fq1.gz,VPJNP0,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F014/00.RawData/VPKOZ2/VPKOZ2_350.raw.fq1.gz,VPKOZ2,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPKOZ2_E100009887_L01/filtered_nohost1.fq.gz,VPKOZ2,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F053/00.RawData/VPL82X/VPL82X_350.raw.fq1.gz,VPL82X,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPL82X_E100009678_L01/filtered_nohost1.fq.gz,VPL82X,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F036/00.RawData/VPLEJL/VPLEJL_350.raw.fq1.gz,VPLEJL,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPLEJL_E100013117_L01/filtered_nohost1.fq.gz,VPLEJL,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F046/00.RawData/VPM2UP/VPM2UP_350.raw.fq1.gz,VPM2UP,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPM2UP_E100009727_L01/filtered_nohost1.fq.gz,VPM2UP,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F003/00.RawData/VPMSNG/VPMSNG_350.raw.fq1.gz,VPMSNG,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPMSNG_E100013100_L01/filtered_nohost1.fq.gz,VPMSNG,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPNE3S_E100010924_L01/filtered_nohost1.fq.gz,VPNE3S,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/VPNE3S/VPNE3S_350.raw.fq1.gz,VPNE3S,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/VPNRH4/VPNRH4_350.raw.fq1.gz,VPNRH4,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPNRH4_E100013135_L01/filtered_nohost1.fq.gz,VPNRH4,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPO5E3_E100013100_L01/filtered_nohost1.fq.gz,VPO5E3,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/VPO5E3/VPO5E3_350.raw.fq1.gz,VPO5E3,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPOVJ1_E100013106_L01/filtered_nohost1.fq.gz,VPOVJ1,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VPOVJ1/VPOVJ1_350.raw.fq1.gz,VPOVJ1,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F046/00.RawData/VPP5FT/VPP5FT_350.raw.fq1.gz,VPP5FT,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPP5FT_E100009772A_L01/filtered_nohost1.fq.gz,VPP5FT,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/VPPAS5/VPPAS5_350.raw.fq1.gz,VPPAS5,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VPQ8OT/VPQ8OT_350.raw.fq1.gz,VPQ8OT,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab20_VPQ8OT_E100013104_L01/filtered_nohost1.fq.gz,VPQ8OT,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPQUXC_E100012874_L01/filtered_nohost1.fq.gz,VPQUXC,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VPQUXC/VPQUXC_350.raw.fq1.gz,VPQUXC,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F054/00.RawData/VPT3AV/VPT3AV_350.raw.fq1.gz,VPT3AV,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPT3AV_E100009678_L01/filtered_nohost1.fq.gz,VPT3AV,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPT49P_E100013104_L01/filtered_nohost1.fq.gz,VPT49P,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F046/00.RawData/VPT49P/VPT49P_350.raw.fq1.gz,VPT49P,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/VPTD0L/VPTD0L_350.raw.fq1.gz,VPTD0L,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F009/00.RawData/VPTF7M/VPTF7M_350.raw.fq1.gz,VPTF7M,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPTF7M_E100009772A_L01/filtered_nohost1.fq.gz,VPTF7M,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VPUMXF/V350015279_L04_44_1.fq.gz,VPUMXF,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VPUMXF/V350015279_L03_44_1.fq.gz,VPUMXF,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VPUMXF/VPUMXF_350.raw.fq1.gz,VPUMXF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F031/00.RawData/VPWQBS/VPWQBS_350.raw.fq1.gz,VPWQBS,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPWQBS_E100013458_L01/filtered_nohost1.fq.gz,VPWQBS,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VPX3VI/V300082560_L04_51_1.fq.gz,VPX3VI,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F013/00.RawData/VPX3VI/VPX3VI_350.raw.fq1.gz,VPX3VI,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPXQ5M_E100015864_L01/filtered_nohost1.fq.gz,VPXQ5M,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F029/00.RawData/VPXQ5M/VPXQ5M_350.raw.fq1.gz,VPXQ5M,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F048/00.RawData/VPXUOZ/VPXUOZ_350.raw.fq1.gz,VPXUOZ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPXUOZ_E100013421_L01/filtered_nohost1.fq.gz,VPXUOZ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPZGBE_E100009678_L01/filtered_nohost1.fq.gz,VPZGBE,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F043/00.RawData/VPZGBE/VPZGBE_350.raw.fq1.gz,VPZGBE,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VPZUUX_E100010924_L01/filtered_nohost1.fq.gz,VPZUUX,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F038/00.RawData/VPZUUX/VPZUUX_350.raw.fq1.gz,VPZUUX,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab68_VQ1HHR_E100009887_L01/filtered_nohost1.fq.gz,VQ1HHR,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F021/00.RawData/VQ1HHR/VQ1HHR_350.raw.fq1.gz,VQ1HHR,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ1Q2F_E100013465_L01/filtered_nohost1.fq.gz,VQ1Q2F,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F053/00.RawData/VQ1Q2F/VQ1Q2F_350.raw.fq1.gz,VQ1Q2F,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F047/00.RawData/VQ2927/VQ2927_350.raw.fq1.gz,VQ2927,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ2927_E100012874_L01/filtered_nohost1.fq.gz,VQ2927,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F036/00.RawData/VQ314N/VQ314N_350.raw.fq1.gz,VQ314N,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ314N_E100012874_L01/filtered_nohost1.fq.gz,VQ314N,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/VQ3FT7/VQ3FT7_350.raw.fq1.gz,VQ3FT7,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ3FT7_E100013135_L01/filtered_nohost1.fq.gz,VQ3FT7,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ4UIF_E100013124_L01/filtered_nohost1.fq.gz,VQ4UIF,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F029/00.RawData/VQ4UIF/VQ4UIF_350.raw.fq1.gz,VQ4UIF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/VQ5VOB/VQ5VOB_350.raw.fq1.gz,VQ5VOB,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ5VOB_E100013458_L01/filtered_nohost1.fq.gz,VQ5VOB,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ6AHI_E100013104_L01/filtered_nohost1.fq.gz,VQ6AHI,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/VQ6AHI/VQ6AHI_350.raw.fq1.gz,VQ6AHI,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F033/00.RawData/VQ6DFN/VQ6DFN_350.raw.fq1.gz,VQ6DFN,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ6DFN_E100009727_L01/filtered_nohost1.fq.gz,VQ6DFN,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F030/00.RawData/VQ6PCX/VQ6PCX_350.raw.fq1.gz,VQ6PCX,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab20_VQ6PCX_E100013135_L01/filtered_nohost1.fq.gz,VQ6PCX,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ6PWW_E100009887_L01/filtered_nohost1.fq.gz,VQ6PWW,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F008/00.RawData/VQ6PWW/VQ6PWW_350.raw.fq1.gz,VQ6PWW,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/VQ6TOF/VQ6TOF_350.raw.fq1.gz,VQ6TOF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ6TOF_E100013117_L01/filtered_nohost1.fq.gz,VQ6TOF,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F005/00.RawData/VQ7LS0/VQ7LS0_350.raw.fq1.gz,VQ7LS0,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ7LS0_E100013108_L01/filtered_nohost1.fq.gz,VQ7LS0,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/VQ7P8H/VQ7P8H_350.raw.fq1.gz,VQ7P8H,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ7P8H_E100010953_L01/filtered_nohost1.fq.gz,VQ7P8H,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ8K41_E100013458_L01/filtered_nohost1.fq.gz,VQ8K41,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F031/00.RawData/VQ8K41/VQ8K41_350.raw.fq1.gz,VQ8K41,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VQ9DGJ/V350019180_L02_83_1.fq.gz,VQ9DGJ,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VQ9DGJ/VQ9DGJ_350.raw.fq1.gz,VQ9DGJ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VQ9DGJ/V350019180_L01_83_1.fq.gz,VQ9DGJ,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQ9NJP_E100013421_L01/filtered_nohost1.fq.gz,VQ9NJP,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/VQ9NJP/VQ9NJP_350.raw.fq1.gz,VQ9NJP,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F049/00.RawData/VQ9VJL/VQ9VJL_350.raw.fq1.gz,VQ9VJL,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQA2Y4_E100013118_L01/filtered_nohost1.fq.gz,VQA2Y4,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/VQA2Y4/VQA2Y4_350.raw.fq1.gz,VQA2Y4,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQB5FK_E100013465_L01/filtered_nohost1.fq.gz,VQB5FK,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F009/00.RawData/VQB5FK/VQB5FK_350.raw.fq1.gz,VQB5FK,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQB9DQ_E100015864_L01/filtered_nohost1.fq.gz,VQB9DQ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F003/00.RawData/VQB9DQ/VQB9DQ_350.raw.fq1.gz,VQB9DQ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQBE96_E100010235_L01/filtered_nohost1.fq.gz,VQBE96,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VQBE96/VQBE96_350.raw.fq1.gz,VQBE96,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F038/00.RawData/VQBMPT/VQBMPT_350.raw.fq1.gz,VQBMPT,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQBMPT_E100013108_L01/filtered_nohost1.fq.gz,VQBMPT,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F032/00.RawData/VQBTKX/VQBTKX_350.raw.fq1.gz,VQBTKX,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI2_raw/MMHP_Tartu/VQBTKX/E100033305_L01_1_1.fq.gz,VQBTKX,BGI2
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQCCRA_E100013465_L01/filtered_nohost1.fq.gz,VQCCRA,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/VQCCRA/VQCCRA_350.raw.fq1.gz,VQCCRA,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F041/00.RawData/VQD5BP/VQD5BP_350.raw.fq1.gz,VQD5BP,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQD5BP_E100009772A_L01/filtered_nohost1.fq.gz,VQD5BP,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F033/00.RawData/VQD73F/VQD73F_350.raw.fq1.gz,VQD73F,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQD73F_E100013465_L01/filtered_nohost1.fq.gz,VQD73F,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab70_VQE3KC_E100009727_L01/filtered_nohost1.fq.gz,VQE3KC,BGI1
